updated_type,updated_subtype,longitude,latitude,hour,count
ACCIDENT,Major,-87.63,41.77,23:00,1
ACCIDENT,Major,-87.63,41.78,00:00,6
ACCIDENT,Major,-87.63,41.78,01:00,12
ACCIDENT,Major,-87.63,41.78,02:00,3
ACCIDENT,Major,-87.63,41.78,03:00,9
ACCIDENT,Major,-87.63,41.78,04:00,4
ACCIDENT,Major,-87.63,41.78,05:00,5
ACCIDENT,Major,-87.63,41.78,06:00,7
ACCIDENT,Major,-87.63,41.78,07:00,11
ACCIDENT,Major,-87.63,41.78,08:00,2
ACCIDENT,Major,-87.63,41.78,09:00,2
ACCIDENT,Major,-87.63,41.78,10:00,2
ACCIDENT,Major,-87.63,41.78,11:00,2
ACCIDENT,Major,-87.63,41.78,12:00,2
ACCIDENT,Major,-87.63,41.78,13:00,4
ACCIDENT,Major,-87.63,41.78,14:00,2
ACCIDENT,Major,-87.63,41.78,15:00,3
ACCIDENT,Major,-87.63,41.78,16:00,4
ACCIDENT,Major,-87.63,41.78,17:00,3
ACCIDENT,Major,-87.63,41.78,18:00,1
ACCIDENT,Major,-87.63,41.78,19:00,17
ACCIDENT,Major,-87.63,41.78,20:00,7
ACCIDENT,Major,-87.63,41.78,21:00,11
ACCIDENT,Major,-87.63,41.78,22:00,9
ACCIDENT,Major,-87.63,41.78,23:00,7
ACCIDENT,Major,-87.63,41.79,01:00,1
ACCIDENT,Major,-87.63,41.79,02:00,5
ACCIDENT,Major,-87.63,41.79,03:00,1
ACCIDENT,Major,-87.63,41.79,04:00,7
ACCIDENT,Major,-87.63,41.79,05:00,6
ACCIDENT,Major,-87.63,41.79,06:00,2
ACCIDENT,Major,-87.63,41.79,07:00,5
ACCIDENT,Major,-87.63,41.79,08:00,2
ACCIDENT,Major,-87.63,41.79,09:00,3
ACCIDENT,Major,-87.63,41.79,10:00,2
ACCIDENT,Major,-87.63,41.79,11:00,1
ACCIDENT,Major,-87.63,41.79,12:00,2
ACCIDENT,Major,-87.63,41.79,13:00,2
ACCIDENT,Major,-87.63,41.79,14:00,1
ACCIDENT,Major,-87.63,41.79,15:00,6
ACCIDENT,Major,-87.63,41.79,16:00,6
ACCIDENT,Major,-87.63,41.79,17:00,7
ACCIDENT,Major,-87.63,41.79,18:00,7
ACCIDENT,Major,-87.63,41.79,19:00,2
ACCIDENT,Major,-87.63,41.79,20:00,8
ACCIDENT,Major,-87.63,41.79,21:00,12
ACCIDENT,Major,-87.63,41.79,22:00,9
ACCIDENT,Major,-87.63,41.79,23:00,11
ACCIDENT,Major,-87.63,41.8,01:00,3
ACCIDENT,Major,-87.63,41.8,02:00,2
ACCIDENT,Major,-87.63,41.8,03:00,7
ACCIDENT,Major,-87.63,41.8,04:00,10
ACCIDENT,Major,-87.63,41.8,05:00,5
ACCIDENT,Major,-87.63,41.8,06:00,5
ACCIDENT,Major,-87.63,41.8,07:00,3
ACCIDENT,Major,-87.63,41.8,09:00,2
ACCIDENT,Major,-87.63,41.8,10:00,1
ACCIDENT,Major,-87.63,41.8,12:00,2
ACCIDENT,Major,-87.63,41.8,13:00,1
ACCIDENT,Major,-87.63,41.8,15:00,1
ACCIDENT,Major,-87.63,41.8,16:00,4
ACCIDENT,Major,-87.63,41.8,17:00,5
ACCIDENT,Major,-87.63,41.8,18:00,4
ACCIDENT,Major,-87.63,41.8,19:00,6
ACCIDENT,Major,-87.63,41.8,20:00,8
ACCIDENT,Major,-87.63,41.8,21:00,2
ACCIDENT,Major,-87.63,41.8,22:00,7
ACCIDENT,Major,-87.63,41.8,23:00,1
ACCIDENT,Major,-87.63,41.81,01:00,2
ACCIDENT,Major,-87.63,41.81,02:00,9
ACCIDENT,Major,-87.63,41.81,03:00,9
ACCIDENT,Major,-87.63,41.81,04:00,6
ACCIDENT,Major,-87.63,41.81,05:00,8
ACCIDENT,Major,-87.63,41.81,06:00,3
ACCIDENT,Major,-87.63,41.81,07:00,6
ACCIDENT,Major,-87.63,41.81,08:00,7
ACCIDENT,Major,-87.63,41.81,09:00,11
ACCIDENT,Major,-87.63,41.81,10:00,4
ACCIDENT,Major,-87.63,41.81,11:00,4
ACCIDENT,Major,-87.63,41.81,13:00,6
ACCIDENT,Major,-87.63,41.81,14:00,8
ACCIDENT,Major,-87.63,41.81,15:00,3
ACCIDENT,Major,-87.63,41.81,16:00,4
ACCIDENT,Major,-87.63,41.81,17:00,2
ACCIDENT,Major,-87.63,41.81,18:00,11
ACCIDENT,Major,-87.63,41.81,19:00,3
ACCIDENT,Major,-87.63,41.81,20:00,12
ACCIDENT,Major,-87.63,41.81,21:00,7
ACCIDENT,Major,-87.63,41.81,22:00,12
ACCIDENT,Major,-87.63,41.81,23:00,6
ACCIDENT,Major,-87.63,41.82,00:00,4
ACCIDENT,Major,-87.63,41.82,02:00,1
ACCIDENT,Major,-87.63,41.82,03:00,5
ACCIDENT,Major,-87.63,41.82,04:00,5
ACCIDENT,Major,-87.63,41.82,05:00,3
ACCIDENT,Major,-87.63,41.82,06:00,7
ACCIDENT,Major,-87.63,41.82,07:00,3
ACCIDENT,Major,-87.63,41.82,08:00,1
ACCIDENT,Major,-87.63,41.82,09:00,2
ACCIDENT,Major,-87.63,41.82,10:00,3
ACCIDENT,Major,-87.63,41.82,11:00,8
ACCIDENT,Major,-87.63,41.82,12:00,3
ACCIDENT,Major,-87.63,41.82,13:00,9
ACCIDENT,Major,-87.63,41.82,14:00,4
ACCIDENT,Major,-87.63,41.82,15:00,3
ACCIDENT,Major,-87.63,41.82,16:00,6
ACCIDENT,Major,-87.63,41.82,17:00,2
ACCIDENT,Major,-87.63,41.82,18:00,4
ACCIDENT,Major,-87.63,41.82,19:00,10
ACCIDENT,Major,-87.63,41.82,20:00,8
ACCIDENT,Major,-87.63,41.82,21:00,3
ACCIDENT,Major,-87.63,41.82,22:00,6
ACCIDENT,Major,-87.63,41.82,23:00,2
ACCIDENT,Major,-87.63,41.83,00:00,3
ACCIDENT,Major,-87.63,41.83,01:00,2
ACCIDENT,Major,-87.63,41.83,03:00,4
ACCIDENT,Major,-87.63,41.83,04:00,4
ACCIDENT,Major,-87.63,41.83,05:00,1
ACCIDENT,Major,-87.63,41.83,06:00,6
ACCIDENT,Major,-87.63,41.83,07:00,4
ACCIDENT,Major,-87.63,41.83,08:00,2
ACCIDENT,Major,-87.63,41.83,09:00,1
ACCIDENT,Major,-87.63,41.83,10:00,3
ACCIDENT,Major,-87.63,41.83,11:00,1
ACCIDENT,Major,-87.63,41.83,13:00,2
ACCIDENT,Major,-87.63,41.83,14:00,4
ACCIDENT,Major,-87.63,41.83,15:00,5
ACCIDENT,Major,-87.63,41.83,16:00,2
ACCIDENT,Major,-87.63,41.83,17:00,2
ACCIDENT,Major,-87.63,41.83,18:00,1
ACCIDENT,Major,-87.63,41.83,19:00,3
ACCIDENT,Major,-87.63,41.83,20:00,5
ACCIDENT,Major,-87.63,41.83,21:00,2
ACCIDENT,Major,-87.63,41.83,22:00,1
ACCIDENT,Major,-87.63,41.83,23:00,5
ACCIDENT,Major,-87.63,41.84,00:00,4
ACCIDENT,Major,-87.63,41.84,01:00,1
ACCIDENT,Major,-87.63,41.84,02:00,5
ACCIDENT,Major,-87.63,41.84,03:00,8
ACCIDENT,Major,-87.63,41.84,04:00,6
ACCIDENT,Major,-87.63,41.84,05:00,2
ACCIDENT,Major,-87.63,41.84,06:00,3
ACCIDENT,Major,-87.63,41.84,07:00,4
ACCIDENT,Major,-87.63,41.84,08:00,5
ACCIDENT,Major,-87.63,41.84,09:00,2
ACCIDENT,Major,-87.63,41.84,10:00,3
ACCIDENT,Major,-87.63,41.84,11:00,9
ACCIDENT,Major,-87.63,41.84,12:00,4
ACCIDENT,Major,-87.63,41.84,13:00,8
ACCIDENT,Major,-87.63,41.84,14:00,4
ACCIDENT,Major,-87.63,41.84,15:00,6
ACCIDENT,Major,-87.63,41.84,16:00,4
ACCIDENT,Major,-87.63,41.84,17:00,7
ACCIDENT,Major,-87.63,41.84,18:00,1
ACCIDENT,Major,-87.63,41.84,19:00,3
ACCIDENT,Major,-87.63,41.84,20:00,11
ACCIDENT,Major,-87.63,41.84,21:00,11
ACCIDENT,Major,-87.63,41.84,22:00,5
ACCIDENT,Major,-87.63,41.84,23:00,3
ACCIDENT,Major,-87.63,41.85,00:00,3
ACCIDENT,Major,-87.63,41.85,01:00,6
ACCIDENT,Major,-87.63,41.85,02:00,1
ACCIDENT,Major,-87.63,41.85,03:00,4
ACCIDENT,Major,-87.63,41.85,04:00,5
ACCIDENT,Major,-87.63,41.85,05:00,3
ACCIDENT,Major,-87.63,41.85,06:00,2
ACCIDENT,Major,-87.63,41.85,07:00,4
ACCIDENT,Major,-87.63,41.85,08:00,1
ACCIDENT,Major,-87.63,41.85,09:00,1
ACCIDENT,Major,-87.63,41.85,10:00,2
ACCIDENT,Major,-87.63,41.85,11:00,2
ACCIDENT,Major,-87.63,41.85,12:00,4
ACCIDENT,Major,-87.63,41.85,13:00,1
ACCIDENT,Major,-87.63,41.85,14:00,2
ACCIDENT,Major,-87.63,41.85,15:00,5
ACCIDENT,Major,-87.63,41.85,16:00,5
ACCIDENT,Major,-87.63,41.85,17:00,4
ACCIDENT,Major,-87.63,41.85,18:00,4
ACCIDENT,Major,-87.63,41.85,19:00,4
ACCIDENT,Major,-87.63,41.85,20:00,1
ACCIDENT,Major,-87.63,41.85,21:00,10
ACCIDENT,Major,-87.63,41.85,22:00,10
ACCIDENT,Major,-87.63,41.85,23:00,2
ACCIDENT,Major,-87.63,41.86,00:00,1
ACCIDENT,Major,-87.63,41.86,01:00,1
ACCIDENT,Major,-87.63,41.86,02:00,1
ACCIDENT,Major,-87.63,41.86,03:00,1
ACCIDENT,Major,-87.63,41.86,05:00,1
ACCIDENT,Major,-87.63,41.86,13:00,2
ACCIDENT,Major,-87.63,41.86,15:00,1
ACCIDENT,Major,-87.63,41.86,16:00,1
ACCIDENT,Major,-87.63,41.86,18:00,1
ACCIDENT,Major,-87.63,41.86,19:00,2
ACCIDENT,Major,-87.63,41.86,21:00,1
ACCIDENT,Major,-87.63,41.86,23:00,2
ACCIDENT,Major,-87.63,41.87,03:00,1
ACCIDENT,Major,-87.63,41.87,05:00,1
ACCIDENT,Major,-87.63,41.87,07:00,1
ACCIDENT,Major,-87.63,41.87,15:00,2
ACCIDENT,Major,-87.63,41.87,19:00,2
ACCIDENT,Major,-87.63,41.87,21:00,1
ACCIDENT,Major,-87.63,41.88,03:00,2
ACCIDENT,Major,-87.63,41.88,04:00,1
ACCIDENT,Major,-87.63,41.88,05:00,3
ACCIDENT,Major,-87.63,41.88,06:00,1
ACCIDENT,Major,-87.63,41.88,07:00,1
ACCIDENT,Major,-87.63,41.88,09:00,1
ACCIDENT,Major,-87.63,41.88,16:00,2
ACCIDENT,Major,-87.63,41.88,19:00,1
ACCIDENT,Major,-87.63,41.89,01:00,1
ACCIDENT,Major,-87.63,41.89,09:00,1
ACCIDENT,Major,-87.63,41.89,11:00,1
ACCIDENT,Major,-87.63,41.89,13:00,1
ACCIDENT,Major,-87.63,41.89,15:00,1
ACCIDENT,Major,-87.63,41.89,17:00,1
ACCIDENT,Major,-87.63,41.89,21:00,1
ACCIDENT,Major,-87.63,41.89,22:00,1
ACCIDENT,Major,-87.63,41.9,02:00,1
ACCIDENT,Major,-87.63,41.9,07:00,1
ACCIDENT,Major,-87.63,41.91,00:00,2
ACCIDENT,Major,-87.63,41.91,02:00,1
ACCIDENT,Major,-87.63,41.91,03:00,1
ACCIDENT,Major,-87.63,41.91,05:00,1
ACCIDENT,Major,-87.63,41.91,06:00,1
ACCIDENT,Major,-87.63,41.91,07:00,4
ACCIDENT,Major,-87.63,41.91,08:00,1
ACCIDENT,Major,-87.63,41.91,18:00,1
ACCIDENT,Major,-87.63,41.91,20:00,1
ACCIDENT,Major,-87.63,41.91,23:00,2
ACCIDENT,Major,-87.63,41.92,02:00,1
ACCIDENT,Major,-87.63,41.92,06:00,1
ACCIDENT,Major,-87.63,41.92,18:00,2
ACCIDENT,Major,-87.63,41.92,21:00,2
ACCIDENT,Major,-87.63,41.92,22:00,1
ACCIDENT,Major,-87.63,41.92,23:00,2
ACCIDENT,Major,-87.63,41.93,01:00,1
ACCIDENT,Major,-87.63,41.93,12:00,1
ACCIDENT,Major,-87.63,41.93,13:00,2
ACCIDENT,Major,-87.63,41.93,15:00,1
ACCIDENT,Major,-87.63,41.93,22:00,1
ACCIDENT,Major,-87.63,41.93,23:00,1
ACCIDENT,Major,-87.63,41.94,01:00,1
ACCIDENT,Major,-87.63,41.94,05:00,1
ACCIDENT,Major,-87.63,41.94,12:00,1
ACCIDENT,Major,-87.63,41.94,23:00,1
ACCIDENT,Major,-87.62,41.7,15:00,1
ACCIDENT,Major,-87.62,41.71,00:00,2
ACCIDENT,Major,-87.62,41.71,01:00,1
ACCIDENT,Major,-87.62,41.71,04:00,2
ACCIDENT,Major,-87.62,41.71,05:00,2
ACCIDENT,Major,-87.62,41.71,06:00,1
ACCIDENT,Major,-87.62,41.71,08:00,1
ACCIDENT,Major,-87.62,41.71,12:00,2
ACCIDENT,Major,-87.62,41.71,13:00,1
ACCIDENT,Major,-87.62,41.71,17:00,1
ACCIDENT,Major,-87.62,41.71,20:00,1
ACCIDENT,Major,-87.62,41.71,21:00,1
ACCIDENT,Major,-87.62,41.71,22:00,1
ACCIDENT,Major,-87.62,41.71,23:00,3
ACCIDENT,Major,-87.62,41.72,00:00,1
ACCIDENT,Major,-87.62,41.72,01:00,4
ACCIDENT,Major,-87.62,41.72,02:00,1
ACCIDENT,Major,-87.62,41.72,03:00,2
ACCIDENT,Major,-87.62,41.72,04:00,2
ACCIDENT,Major,-87.62,41.72,08:00,2
ACCIDENT,Major,-87.62,41.72,09:00,3
ACCIDENT,Major,-87.62,41.72,10:00,1
ACCIDENT,Major,-87.62,41.72,11:00,5
ACCIDENT,Major,-87.62,41.72,13:00,3
ACCIDENT,Major,-87.62,41.72,16:00,4
ACCIDENT,Major,-87.62,41.72,17:00,1
ACCIDENT,Major,-87.62,41.72,18:00,1
ACCIDENT,Major,-87.62,41.72,19:00,3
ACCIDENT,Major,-87.62,41.72,20:00,4
ACCIDENT,Major,-87.62,41.72,21:00,3
ACCIDENT,Major,-87.62,41.72,22:00,4
ACCIDENT,Major,-87.62,41.72,23:00,6
ACCIDENT,Major,-87.62,41.73,00:00,3
ACCIDENT,Major,-87.62,41.73,01:00,3
ACCIDENT,Major,-87.62,41.73,02:00,2
ACCIDENT,Major,-87.62,41.73,03:00,2
ACCIDENT,Major,-87.62,41.73,04:00,1
ACCIDENT,Major,-87.62,41.73,05:00,4
ACCIDENT,Major,-87.62,41.73,06:00,4
ACCIDENT,Major,-87.62,41.73,07:00,2
ACCIDENT,Major,-87.62,41.73,08:00,2
ACCIDENT,Major,-87.62,41.73,09:00,2
ACCIDENT,Major,-87.62,41.73,10:00,5
ACCIDENT,Major,-87.62,41.73,11:00,4
ACCIDENT,Major,-87.62,41.73,12:00,4
ACCIDENT,Major,-87.62,41.73,13:00,2
ACCIDENT,Major,-87.62,41.73,14:00,5
ACCIDENT,Major,-87.62,41.73,15:00,3
ACCIDENT,Major,-87.62,41.73,16:00,1
ACCIDENT,Major,-87.62,41.73,17:00,2
ACCIDENT,Major,-87.62,41.73,18:00,4
ACCIDENT,Major,-87.62,41.73,19:00,5
ACCIDENT,Major,-87.62,41.73,20:00,2
ACCIDENT,Major,-87.62,41.73,21:00,9
ACCIDENT,Major,-87.62,41.73,22:00,4
ACCIDENT,Major,-87.62,41.73,23:00,2
ACCIDENT,Major,-87.62,41.74,00:00,3
ACCIDENT,Major,-87.62,41.74,01:00,2
ACCIDENT,Major,-87.62,41.74,02:00,4
ACCIDENT,Major,-87.62,41.74,04:00,1
ACCIDENT,Major,-87.62,41.74,05:00,1
ACCIDENT,Major,-87.62,41.74,06:00,1
ACCIDENT,Major,-87.62,41.74,07:00,4
ACCIDENT,Major,-87.62,41.74,08:00,2
ACCIDENT,Major,-87.62,41.74,09:00,1
ACCIDENT,Major,-87.62,41.74,11:00,2
ACCIDENT,Major,-87.62,41.74,12:00,4
ACCIDENT,Major,-87.62,41.74,13:00,4
ACCIDENT,Major,-87.62,41.74,14:00,1
ACCIDENT,Major,-87.62,41.74,15:00,2
ACCIDENT,Major,-87.62,41.74,16:00,2
ACCIDENT,Major,-87.62,41.74,17:00,2
ACCIDENT,Major,-87.62,41.74,18:00,2
ACCIDENT,Major,-87.62,41.74,19:00,3
ACCIDENT,Major,-87.62,41.74,20:00,1
ACCIDENT,Major,-87.62,41.74,21:00,5
ACCIDENT,Major,-87.62,41.74,22:00,2
ACCIDENT,Major,-87.62,41.75,00:00,3
ACCIDENT,Major,-87.62,41.75,01:00,4
ACCIDENT,Major,-87.62,41.75,02:00,2
ACCIDENT,Major,-87.62,41.75,03:00,1
ACCIDENT,Major,-87.62,41.75,05:00,1
ACCIDENT,Major,-87.62,41.75,07:00,3
ACCIDENT,Major,-87.62,41.75,08:00,2
ACCIDENT,Major,-87.62,41.75,09:00,1
ACCIDENT,Major,-87.62,41.75,10:00,2
ACCIDENT,Major,-87.62,41.75,11:00,1
ACCIDENT,Major,-87.62,41.75,13:00,3
ACCIDENT,Major,-87.62,41.75,14:00,4
ACCIDENT,Major,-87.62,41.75,17:00,4
ACCIDENT,Major,-87.62,41.75,18:00,6
ACCIDENT,Major,-87.62,41.75,19:00,2
ACCIDENT,Major,-87.62,41.75,20:00,2
ACCIDENT,Major,-87.62,41.75,21:00,4
ACCIDENT,Major,-87.62,41.75,22:00,1
ACCIDENT,Major,-87.62,41.75,23:00,2
ACCIDENT,Major,-87.62,41.76,01:00,1
ACCIDENT,Major,-87.62,41.76,04:00,1
ACCIDENT,Major,-87.62,41.76,05:00,2
ACCIDENT,Major,-87.62,41.76,10:00,1
ACCIDENT,Major,-87.62,41.76,13:00,1
ACCIDENT,Major,-87.62,41.76,14:00,1
ACCIDENT,Major,-87.62,41.76,21:00,1
ACCIDENT,Major,-87.62,41.76,23:00,1
ACCIDENT,Major,-87.62,41.77,05:00,1
ACCIDENT,Major,-87.62,41.77,11:00,1
ACCIDENT,Major,-87.62,41.77,12:00,2
ACCIDENT,Major,-87.62,41.77,14:00,1
ACCIDENT,Major,-87.62,41.77,19:00,1
ACCIDENT,Major,-87.62,41.77,22:00,1
ACCIDENT,Major,-87.62,41.79,22:00,1
ACCIDENT,Major,-87.62,41.82,04:00,1
ACCIDENT,Major,-87.62,41.82,12:00,1
ACCIDENT,Major,-87.62,41.84,17:00,1
ACCIDENT,Major,-87.62,41.85,00:00,1
ACCIDENT,Major,-87.62,41.85,01:00,2
ACCIDENT,Major,-87.62,41.85,03:00,1
ACCIDENT,Major,-87.62,41.85,05:00,1
ACCIDENT,Major,-87.62,41.85,08:00,3
ACCIDENT,Major,-87.62,41.85,10:00,1
ACCIDENT,Major,-87.62,41.85,11:00,1
ACCIDENT,Major,-87.62,41.85,12:00,2
ACCIDENT,Major,-87.62,41.85,13:00,1
ACCIDENT,Major,-87.62,41.85,14:00,2
ACCIDENT,Major,-87.62,41.85,15:00,3
ACCIDENT,Major,-87.62,41.85,16:00,1
ACCIDENT,Major,-87.62,41.85,18:00,1
ACCIDENT,Major,-87.62,41.85,19:00,5
ACCIDENT,Major,-87.62,41.85,20:00,5
ACCIDENT,Major,-87.62,41.85,21:00,3
ACCIDENT,Major,-87.62,41.85,22:00,2
ACCIDENT,Major,-87.62,41.85,23:00,2
ACCIDENT,Major,-87.62,41.86,03:00,1
ACCIDENT,Major,-87.62,41.86,05:00,3
ACCIDENT,Major,-87.62,41.86,09:00,1
ACCIDENT,Major,-87.62,41.86,14:00,1
ACCIDENT,Major,-87.62,41.86,16:00,1
ACCIDENT,Major,-87.62,41.86,19:00,1
ACCIDENT,Major,-87.62,41.86,21:00,2
ACCIDENT,Major,-87.62,41.87,04:00,2
ACCIDENT,Major,-87.62,41.87,06:00,1
ACCIDENT,Major,-87.62,41.87,11:00,1
ACCIDENT,Major,-87.62,41.87,13:00,1
ACCIDENT,Major,-87.62,41.87,16:00,2
ACCIDENT,Major,-87.62,41.87,17:00,1
ACCIDENT,Major,-87.62,41.87,18:00,1
ACCIDENT,Major,-87.62,41.87,20:00,2
ACCIDENT,Major,-87.62,41.87,22:00,4
ACCIDENT,Major,-87.62,41.87,23:00,2
ACCIDENT,Major,-87.62,41.88,00:00,1
ACCIDENT,Major,-87.62,41.88,10:00,2
ACCIDENT,Major,-87.62,41.88,11:00,1
ACCIDENT,Major,-87.62,41.88,12:00,1
ACCIDENT,Major,-87.62,41.88,13:00,1
ACCIDENT,Major,-87.62,41.88,14:00,1
ACCIDENT,Major,-87.62,41.88,18:00,2
ACCIDENT,Major,-87.62,41.88,19:00,2
ACCIDENT,Major,-87.62,41.88,20:00,1
ACCIDENT,Major,-87.62,41.88,21:00,1
ACCIDENT,Major,-87.62,41.88,22:00,3
ACCIDENT,Major,-87.62,41.89,03:00,2
ACCIDENT,Major,-87.62,41.89,11:00,1
ACCIDENT,Major,-87.62,41.89,12:00,1
ACCIDENT,Major,-87.62,41.89,16:00,1
ACCIDENT,Major,-87.62,41.89,19:00,1
ACCIDENT,Major,-87.62,41.89,20:00,2
ACCIDENT,Major,-87.62,41.89,22:00,1
ACCIDENT,Major,-87.62,41.9,00:00,1
ACCIDENT,Major,-87.62,41.9,01:00,1
ACCIDENT,Major,-87.62,41.9,02:00,1
ACCIDENT,Major,-87.62,41.9,03:00,2
ACCIDENT,Major,-87.62,41.9,04:00,1
ACCIDENT,Major,-87.62,41.9,05:00,3
ACCIDENT,Major,-87.62,41.9,10:00,1
ACCIDENT,Major,-87.62,41.9,12:00,3
ACCIDENT,Major,-87.62,41.9,13:00,1
ACCIDENT,Major,-87.62,41.9,15:00,1
ACCIDENT,Major,-87.62,41.9,16:00,1
ACCIDENT,Major,-87.62,41.9,17:00,3
ACCIDENT,Major,-87.62,41.9,18:00,1
ACCIDENT,Major,-87.62,41.9,19:00,2
ACCIDENT,Major,-87.62,41.9,20:00,1
ACCIDENT,Major,-87.62,41.9,21:00,4
ACCIDENT,Major,-87.62,41.9,22:00,2
ACCIDENT,Major,-87.62,41.9,23:00,1
ACCIDENT,Major,-87.62,41.91,03:00,1
ACCIDENT,Major,-87.62,41.91,08:00,1
ACCIDENT,Major,-87.62,41.91,14:00,1
ACCIDENT,Major,-87.61,41.69,20:00,2
ACCIDENT,Major,-87.61,41.7,18:00,1
ACCIDENT,Major,-87.61,41.71,00:00,7
ACCIDENT,Major,-87.61,41.71,01:00,4
ACCIDENT,Major,-87.61,41.71,02:00,2
ACCIDENT,Major,-87.61,41.71,03:00,5
ACCIDENT,Major,-87.61,41.71,04:00,4
ACCIDENT,Major,-87.61,41.71,05:00,2
ACCIDENT,Major,-87.61,41.71,06:00,1
ACCIDENT,Major,-87.61,41.71,10:00,2
ACCIDENT,Major,-87.61,41.71,11:00,5
ACCIDENT,Major,-87.61,41.71,12:00,5
ACCIDENT,Major,-87.61,41.71,13:00,9
ACCIDENT,Major,-87.61,41.71,14:00,2
ACCIDENT,Major,-87.61,41.71,15:00,4
ACCIDENT,Major,-87.61,41.71,17:00,4
ACCIDENT,Major,-87.61,41.71,18:00,9
ACCIDENT,Major,-87.61,41.71,19:00,1
ACCIDENT,Major,-87.61,41.71,21:00,3
ACCIDENT,Major,-87.61,41.71,22:00,6
ACCIDENT,Major,-87.61,41.71,23:00,6
ACCIDENT,Major,-87.61,41.73,03:00,1
ACCIDENT,Major,-87.61,41.76,20:00,1
ACCIDENT,Major,-87.61,41.77,14:00,1
ACCIDENT,Major,-87.61,41.79,03:00,1
ACCIDENT,Major,-87.61,41.79,06:00,1
ACCIDENT,Major,-87.61,41.79,19:00,1
ACCIDENT,Major,-87.61,41.8,04:00,1
ACCIDENT,Major,-87.61,41.81,21:00,1
ACCIDENT,Major,-87.61,41.83,09:00,1
ACCIDENT,Major,-87.61,41.83,12:00,1
ACCIDENT,Major,-87.61,41.83,15:00,1
ACCIDENT,Major,-87.61,41.84,02:00,2
ACCIDENT,Major,-87.61,41.84,06:00,1
ACCIDENT,Major,-87.61,41.84,09:00,1
ACCIDENT,Major,-87.61,41.84,18:00,1
ACCIDENT,Major,-87.61,41.84,20:00,3
ACCIDENT,Major,-87.61,41.85,00:00,2
ACCIDENT,Major,-87.61,41.85,01:00,2
ACCIDENT,Major,-87.61,41.85,02:00,1
ACCIDENT,Major,-87.61,41.85,03:00,1
ACCIDENT,Major,-87.61,41.85,04:00,1
ACCIDENT,Major,-87.61,41.85,05:00,1
ACCIDENT,Major,-87.61,41.85,08:00,1
ACCIDENT,Major,-87.61,41.85,14:00,2
ACCIDENT,Major,-87.61,41.85,16:00,1
ACCIDENT,Major,-87.61,41.85,18:00,1
ACCIDENT,Major,-87.61,41.85,19:00,1
ACCIDENT,Major,-87.61,41.85,21:00,3
ACCIDENT,Major,-87.61,41.85,22:00,1
ACCIDENT,Major,-87.61,41.88,01:00,1
ACCIDENT,Major,-87.61,41.89,00:00,1
ACCIDENT,Major,-87.61,41.89,01:00,1
ACCIDENT,Major,-87.61,41.89,02:00,2
ACCIDENT,Major,-87.61,41.89,03:00,1
ACCIDENT,Major,-87.61,41.89,11:00,1
ACCIDENT,Major,-87.61,41.89,13:00,1
ACCIDENT,Major,-87.61,41.89,16:00,1
ACCIDENT,Major,-87.61,41.89,19:00,1
ACCIDENT,Major,-87.61,41.89,20:00,1
ACCIDENT,Major,-87.61,41.89,21:00,2
ACCIDENT,Major,-87.61,41.89,23:00,1
ACCIDENT,Major,-87.6,41.67,00:00,1
ACCIDENT,Major,-87.6,41.67,01:00,1
ACCIDENT,Major,-87.6,41.67,02:00,4
ACCIDENT,Major,-87.6,41.67,04:00,4
ACCIDENT,Major,-87.6,41.67,05:00,1
ACCIDENT,Major,-87.6,41.67,07:00,1
ACCIDENT,Major,-87.6,41.67,09:00,2
ACCIDENT,Major,-87.6,41.67,10:00,1
ACCIDENT,Major,-87.6,41.67,11:00,4
ACCIDENT,Major,-87.6,41.67,12:00,3
ACCIDENT,Major,-87.6,41.67,13:00,3
ACCIDENT,Major,-87.6,41.67,14:00,4
ACCIDENT,Major,-87.6,41.67,15:00,3
ACCIDENT,Major,-87.6,41.67,16:00,3
ACCIDENT,Major,-87.6,41.67,17:00,1
ACCIDENT,Major,-87.6,41.67,19:00,8
ACCIDENT,Major,-87.6,41.67,20:00,2
ACCIDENT,Major,-87.6,41.67,21:00,4
ACCIDENT,Major,-87.6,41.67,22:00,4
ACCIDENT,Major,-87.6,41.68,02:00,1
ACCIDENT,Major,-87.6,41.68,03:00,1
ACCIDENT,Major,-87.6,41.68,04:00,3
ACCIDENT,Major,-87.6,41.68,05:00,4
ACCIDENT,Major,-87.6,41.68,06:00,2
ACCIDENT,Major,-87.6,41.68,07:00,3
ACCIDENT,Major,-87.6,41.68,08:00,3
ACCIDENT,Major,-87.6,41.68,09:00,3
ACCIDENT,Major,-87.6,41.68,10:00,1
ACCIDENT,Major,-87.6,41.68,11:00,2
ACCIDENT,Major,-87.6,41.68,12:00,1
ACCIDENT,Major,-87.6,41.68,14:00,1
ACCIDENT,Major,-87.6,41.68,15:00,1
ACCIDENT,Major,-87.6,41.68,17:00,2
ACCIDENT,Major,-87.6,41.68,18:00,2
ACCIDENT,Major,-87.6,41.68,19:00,2
ACCIDENT,Major,-87.6,41.68,22:00,3
ACCIDENT,Major,-87.6,41.69,00:00,4
ACCIDENT,Major,-87.6,41.69,01:00,1
ACCIDENT,Major,-87.6,41.69,02:00,3
ACCIDENT,Major,-87.6,41.69,03:00,4
ACCIDENT,Major,-87.6,41.69,04:00,2
ACCIDENT,Major,-87.6,41.69,05:00,2
