updated_type,updated_subtype,longitude,latitude,count
HAZARD,On Road,-87.75,41.81,96
HAZARD,On Road,-87.75,41.82,161
HAZARD,On Road,-87.75,41.87,557
HAZARD,On Road,-87.75,41.88,160
HAZARD,On Road,-87.75,41.89,160
HAZARD,On Road,-87.75,41.9,278
HAZARD,On Road,-87.75,41.91,104
HAZARD,On Road,-87.75,41.92,92
HAZARD,On Road,-87.75,41.93,215
HAZARD,On Road,-87.75,41.94,56
HAZARD,On Road,-87.75,41.95,264
HAZARD,On Road,-87.75,41.96,819
HAZARD,On Road,-87.75,41.97,1209
HAZARD,On Road,-87.75,41.98,638
HAZARD,On Road,-87.75,41.99,460
HAZARD,On Road,-87.75,42.0,174
HAZARD,On Road,-87.74,41.74,38
HAZARD,On Road,-87.74,41.75,121
HAZARD,On Road,-87.74,41.76,39
HAZARD,On Road,-87.74,41.77,42
HAZARD,On Road,-87.74,41.78,225
HAZARD,On Road,-87.74,41.79,391
HAZARD,On Road,-87.74,41.8,282
HAZARD,On Road,-87.74,41.81,283
HAZARD,On Road,-87.74,41.82,1195
HAZARD,On Road,-87.74,41.83,2
HAZARD,On Road,-87.74,41.84,53
HAZARD,On Road,-87.74,41.85,139
HAZARD,On Road,-87.74,41.86,43
HAZARD,On Road,-87.74,41.87,586
HAZARD,On Road,-87.74,41.88,114
HAZARD,On Road,-87.74,41.89,32
HAZARD,On Road,-87.74,41.9,105
HAZARD,On Road,-87.74,41.91,118
HAZARD,On Road,-87.74,41.92,110
HAZARD,On Road,-87.74,41.93,49
HAZARD,On Road,-87.74,41.94,118
HAZARD,On Road,-87.74,41.95,255
HAZARD,On Road,-87.74,41.96,857
HAZARD,On Road,-87.74,41.97,80
HAZARD,On Road,-87.74,41.98,182
HAZARD,On Road,-87.74,41.99,92
HAZARD,On Road,-87.74,42.0,75
HAZARD,On Road,-87.73,41.74,16
HAZARD,On Road,-87.73,41.75,27
HAZARD,On Road,-87.73,41.76,31
HAZARD,On Road,-87.73,41.77,33
HAZARD,On Road,-87.73,41.78,25
HAZARD,On Road,-87.73,41.79,78
HAZARD,On Road,-87.73,41.8,36
HAZARD,On Road,-87.73,41.81,35
HAZARD,On Road,-87.73,41.82,593
HAZARD,On Road,-87.73,41.83,4
HAZARD,On Road,-87.73,41.84,63
HAZARD,On Road,-87.73,41.85,232
HAZARD,On Road,-87.73,41.86,36
HAZARD,On Road,-87.73,41.87,851
HAZARD,On Road,-87.73,41.88,79
HAZARD,On Road,-87.73,41.89,92
HAZARD,On Road,-87.73,41.9,113
HAZARD,On Road,-87.73,41.91,94
HAZARD,On Road,-87.73,41.92,216
HAZARD,On Road,-87.73,41.93,89
HAZARD,On Road,-87.73,41.94,201
HAZARD,On Road,-87.73,41.95,895
HAZARD,On Road,-87.73,41.96,361
HAZARD,On Road,-87.73,41.97,218
HAZARD,On Road,-87.73,41.98,97
HAZARD,On Road,-87.73,41.99,120
HAZARD,On Road,-87.73,42.0,119
HAZARD,On Road,-87.72,41.68,26
HAZARD,On Road,-87.72,41.69,14
HAZARD,On Road,-87.72,41.7,12
HAZARD,On Road,-87.72,41.71,2
HAZARD,On Road,-87.72,41.73,1
HAZARD,On Road,-87.72,41.74,54
HAZARD,On Road,-87.72,41.75,44
HAZARD,On Road,-87.72,41.76,14
HAZARD,On Road,-87.72,41.77,36
HAZARD,On Road,-87.72,41.78,62
HAZARD,On Road,-87.72,41.79,149
HAZARD,On Road,-87.72,41.8,123
HAZARD,On Road,-87.72,41.81,222
HAZARD,On Road,-87.72,41.82,614
HAZARD,On Road,-87.72,41.83,551
HAZARD,On Road,-87.72,41.84,80
HAZARD,On Road,-87.72,41.85,150
HAZARD,On Road,-87.72,41.86,44
HAZARD,On Road,-87.72,41.87,518
HAZARD,On Road,-87.72,41.88,69
HAZARD,On Road,-87.72,41.89,111
HAZARD,On Road,-87.72,41.9,137
HAZARD,On Road,-87.72,41.91,80
HAZARD,On Road,-87.72,41.92,138
HAZARD,On Road,-87.72,41.93,166
HAZARD,On Road,-87.72,41.94,539
HAZARD,On Road,-87.72,41.95,826
HAZARD,On Road,-87.72,41.96,161
HAZARD,On Road,-87.72,41.97,83
HAZARD,On Road,-87.72,41.98,382
HAZARD,On Road,-87.72,41.99,155
HAZARD,On Road,-87.72,42.0,72
HAZARD,On Road,-87.71,41.68,9
HAZARD,On Road,-87.71,41.69,11
HAZARD,On Road,-87.71,41.7,5
HAZARD,On Road,-87.71,41.74,51
HAZARD,On Road,-87.71,41.75,56
HAZARD,On Road,-87.71,41.76,10
HAZARD,On Road,-87.71,41.77,23
HAZARD,On Road,-87.71,41.78,25
HAZARD,On Road,-87.71,41.79,25
HAZARD,On Road,-87.71,41.8,8
HAZARD,On Road,-87.71,41.81,58
HAZARD,On Road,-87.71,41.82,9
HAZARD,On Road,-87.71,41.83,745
HAZARD,On Road,-87.71,41.84,47
HAZARD,On Road,-87.71,41.85,205
HAZARD,On Road,-87.71,41.86,60
HAZARD,On Road,-87.71,41.87,504
HAZARD,On Road,-87.71,41.88,140
HAZARD,On Road,-87.71,41.89,110
HAZARD,On Road,-87.71,41.9,103
HAZARD,On Road,-87.71,41.91,95
HAZARD,On Road,-87.71,41.92,200
HAZARD,On Road,-87.71,41.93,502
HAZARD,On Road,-87.71,41.94,1092
HAZARD,On Road,-87.71,41.95,312
HAZARD,On Road,-87.71,41.96,236
HAZARD,On Road,-87.71,41.97,240
HAZARD,On Road,-87.71,41.98,207
HAZARD,On Road,-87.71,41.99,282
HAZARD,On Road,-87.71,42.0,50
HAZARD,On Road,-87.71,42.01,35
HAZARD,On Road,-87.71,42.02,5
HAZARD,On Road,-87.7,41.68,9
HAZARD,On Road,-87.7,41.69,40
HAZARD,On Road,-87.7,41.7,3
HAZARD,On Road,-87.7,41.74,29
HAZARD,On Road,-87.7,41.75,86
HAZARD,On Road,-87.7,41.76,25
HAZARD,On Road,-87.7,41.77,14
HAZARD,On Road,-87.7,41.78,55
HAZARD,On Road,-87.7,41.79,79
HAZARD,On Road,-87.7,41.8,47
HAZARD,On Road,-87.7,41.81,64
HAZARD,On Road,-87.7,41.82,57
HAZARD,On Road,-87.7,41.83,569
HAZARD,On Road,-87.7,41.84,101
HAZARD,On Road,-87.7,41.85,134
HAZARD,On Road,-87.7,41.86,73
HAZARD,On Road,-87.7,41.87,252
HAZARD,On Road,-87.7,41.88,524
HAZARD,On Road,-87.7,41.89,130
HAZARD,On Road,-87.7,41.9,283
HAZARD,On Road,-87.7,41.91,89
HAZARD,On Road,-87.7,41.92,348
HAZARD,On Road,-87.7,41.93,779
HAZARD,On Road,-87.7,41.94,442
HAZARD,On Road,-87.7,41.95,239
HAZARD,On Road,-87.7,41.96,226
HAZARD,On Road,-87.7,41.97,137
HAZARD,On Road,-87.7,41.98,239
HAZARD,On Road,-87.7,41.99,268
HAZARD,On Road,-87.7,42.0,108
HAZARD,On Road,-87.7,42.01,111
HAZARD,On Road,-87.7,42.02,4
HAZARD,On Road,-87.69,41.69,9
HAZARD,On Road,-87.69,41.7,3
HAZARD,On Road,-87.69,41.71,23
HAZARD,On Road,-87.69,41.74,14
HAZARD,On Road,-87.69,41.75,23
HAZARD,On Road,-87.69,41.76,46
HAZARD,On Road,-87.69,41.77,31
HAZARD,On Road,-87.69,41.78,39
HAZARD,On Road,-87.69,41.79,75
HAZARD,On Road,-87.69,41.8,37
HAZARD,On Road,-87.69,41.81,24
HAZARD,On Road,-87.69,41.82,84
HAZARD,On Road,-87.69,41.83,554
HAZARD,On Road,-87.69,41.84,474
HAZARD,On Road,-87.69,41.85,159
HAZARD,On Road,-87.69,41.86,179
HAZARD,On Road,-87.69,41.87,190
HAZARD,On Road,-87.69,41.88,636
HAZARD,On Road,-87.69,41.89,278
HAZARD,On Road,-87.69,41.9,213
HAZARD,On Road,-87.69,41.91,109
HAZARD,On Road,-87.69,41.92,437
HAZARD,On Road,-87.69,41.93,974
HAZARD,On Road,-87.69,41.94,187
HAZARD,On Road,-87.69,41.95,250
HAZARD,On Road,-87.69,41.96,269
HAZARD,On Road,-87.69,41.97,306
HAZARD,On Road,-87.69,41.98,747
HAZARD,On Road,-87.69,41.99,180
HAZARD,On Road,-87.69,42.0,107
HAZARD,On Road,-87.69,42.01,130
HAZARD,On Road,-87.69,42.02,30
HAZARD,On Road,-87.68,41.68,40
HAZARD,On Road,-87.68,41.69,36
HAZARD,On Road,-87.68,41.7,25
HAZARD,On Road,-87.68,41.71,26
HAZARD,On Road,-87.68,41.72,24
HAZARD,On Road,-87.68,41.73,7
HAZARD,On Road,-87.68,41.74,23
HAZARD,On Road,-87.68,41.75,17
HAZARD,On Road,-87.68,41.76,152
HAZARD,On Road,-87.68,41.77,236
HAZARD,On Road,-87.68,41.78,119
HAZARD,On Road,-87.68,41.79,147
HAZARD,On Road,-87.68,41.8,71
HAZARD,On Road,-87.68,41.81,108
HAZARD,On Road,-87.68,41.82,152
HAZARD,On Road,-87.68,41.83,158
HAZARD,On Road,-87.68,41.84,532
HAZARD,On Road,-87.68,41.85,358
HAZARD,On Road,-87.68,41.86,328
HAZARD,On Road,-87.68,41.87,365
HAZARD,On Road,-87.68,41.88,1014
HAZARD,On Road,-87.68,41.89,122
HAZARD,On Road,-87.68,41.9,180
HAZARD,On Road,-87.68,41.91,167
HAZARD,On Road,-87.68,41.92,561
HAZARD,On Road,-87.68,41.93,549
HAZARD,On Road,-87.68,41.94,139
HAZARD,On Road,-87.68,41.95,208
HAZARD,On Road,-87.68,41.96,155
HAZARD,On Road,-87.68,41.97,170
HAZARD,On Road,-87.68,41.98,177
HAZARD,On Road,-87.68,41.99,171
HAZARD,On Road,-87.68,42.0,99
HAZARD,On Road,-87.68,42.01,162
HAZARD,On Road,-87.68,42.02,90
HAZARD,On Road,-87.67,41.68,36
HAZARD,On Road,-87.67,41.69,38
HAZARD,On Road,-87.67,41.7,110
HAZARD,On Road,-87.67,41.71,47
HAZARD,On Road,-87.67,41.72,49
HAZARD,On Road,-87.67,41.73,10
HAZARD,On Road,-87.67,41.74,35
HAZARD,On Road,-87.67,41.75,20
HAZARD,On Road,-87.67,41.76,28
HAZARD,On Road,-87.67,41.77,56
HAZARD,On Road,-87.67,41.78,58
HAZARD,On Road,-87.67,41.79,105
HAZARD,On Road,-87.67,41.8,110
HAZARD,On Road,-87.67,41.81,55
HAZARD,On Road,-87.67,41.82,54
HAZARD,On Road,-87.67,41.83,122
HAZARD,On Road,-87.67,41.84,551
HAZARD,On Road,-87.67,41.85,150
HAZARD,On Road,-87.67,41.86,199
HAZARD,On Road,-87.67,41.87,249
HAZARD,On Road,-87.67,41.88,2060
HAZARD,On Road,-87.67,41.89,286
HAZARD,On Road,-87.67,41.9,222
HAZARD,On Road,-87.67,41.91,630
HAZARD,On Road,-87.67,41.92,915
HAZARD,On Road,-87.67,41.93,325
HAZARD,On Road,-87.67,41.94,403
HAZARD,On Road,-87.67,41.95,426
HAZARD,On Road,-87.67,41.96,281
HAZARD,On Road,-87.67,41.97,350
HAZARD,On Road,-87.67,41.98,327
HAZARD,On Road,-87.67,41.99,406
HAZARD,On Road,-87.67,42.0,335
HAZARD,On Road,-87.67,42.01,216
HAZARD,On Road,-87.67,42.02,192
HAZARD,On Road,-87.66,41.67,1
HAZARD,On Road,-87.66,41.68,23
HAZARD,On Road,-87.66,41.69,166
HAZARD,On Road,-87.66,41.7,46
HAZARD,On Road,-87.66,41.71,71
HAZARD,On Road,-87.66,41.72,97
HAZARD,On Road,-87.66,41.73,32
HAZARD,On Road,-87.66,41.74,70
HAZARD,On Road,-87.66,41.75,53
HAZARD,On Road,-87.66,41.76,50
HAZARD,On Road,-87.66,41.77,72
HAZARD,On Road,-87.66,41.78,20
HAZARD,On Road,-87.66,41.79,102
HAZARD,On Road,-87.66,41.8,178
HAZARD,On Road,-87.66,41.81,47
HAZARD,On Road,-87.66,41.82,45
HAZARD,On Road,-87.66,41.83,57
HAZARD,On Road,-87.66,41.84,430
HAZARD,On Road,-87.66,41.85,82
HAZARD,On Road,-87.66,41.86,159
HAZARD,On Road,-87.66,41.87,74
HAZARD,On Road,-87.66,41.88,697
HAZARD,On Road,-87.66,41.89,445
HAZARD,On Road,-87.66,41.9,1138
HAZARD,On Road,-87.66,41.91,830
HAZARD,On Road,-87.66,41.92,299
HAZARD,On Road,-87.66,41.93,185
HAZARD,On Road,-87.66,41.94,139
HAZARD,On Road,-87.66,41.95,170
HAZARD,On Road,-87.66,41.96,36
HAZARD,On Road,-87.66,41.97,421
HAZARD,On Road,-87.66,41.98,588
HAZARD,On Road,-87.66,41.99,1217
HAZARD,On Road,-87.66,42.0,314
HAZARD,On Road,-87.66,42.01,92
HAZARD,On Road,-87.66,42.02,13
HAZARD,On Road,-87.65,41.66,8
HAZARD,On Road,-87.65,41.68,7
HAZARD,On Road,-87.65,41.69,24
HAZARD,On Road,-87.65,41.7,23
HAZARD,On Road,-87.65,41.71,202
HAZARD,On Road,-87.65,41.72,45
HAZARD,On Road,-87.65,41.73,6
HAZARD,On Road,-87.65,41.74,44
HAZARD,On Road,-87.65,41.75,39
HAZARD,On Road,-87.65,41.76,12
HAZARD,On Road,-87.65,41.77,50
HAZARD,On Road,-87.65,41.78,21
HAZARD,On Road,-87.65,41.79,159
HAZARD,On Road,-87.65,41.8,40
HAZARD,On Road,-87.65,41.81,68
HAZARD,On Road,-87.65,41.82,88
HAZARD,On Road,-87.65,41.83,67
HAZARD,On Road,-87.65,41.84,200
HAZARD,On Road,-87.65,41.85,632
HAZARD,On Road,-87.65,41.86,192
HAZARD,On Road,-87.65,41.87,667
HAZARD,On Road,-87.65,41.88,1743
HAZARD,On Road,-87.65,41.89,1534
HAZARD,On Road,-87.65,41.9,244
HAZARD,On Road,-87.65,41.91,357
HAZARD,On Road,-87.65,41.92,199
HAZARD,On Road,-87.65,41.93,216
HAZARD,On Road,-87.65,41.94,363
HAZARD,On Road,-87.65,41.95,240
HAZARD,On Road,-87.65,41.96,385
HAZARD,On Road,-87.65,41.97,482
HAZARD,On Road,-87.65,41.98,388
HAZARD,On Road,-87.65,41.99,86
HAZARD,On Road,-87.65,42.0,1
HAZARD,On Road,-87.64,41.66,55
HAZARD,On Road,-87.64,41.67,33
HAZARD,On Road,-87.64,41.68,20
HAZARD,On Road,-87.64,41.69,31
HAZARD,On Road,-87.64,41.7,30
HAZARD,On Road,-87.64,41.71,123
HAZARD,On Road,-87.64,41.72,142
HAZARD,On Road,-87.64,41.73,40
HAZARD,On Road,-87.64,41.74,116
HAZARD,On Road,-87.64,41.75,70
HAZARD,On Road,-87.64,41.76,43
HAZARD,On Road,-87.64,41.77,34
HAZARD,On Road,-87.64,41.78,72
HAZARD,On Road,-87.64,41.79,139
HAZARD,On Road,-87.64,41.8,69
HAZARD,On Road,-87.64,41.81,38
HAZARD,On Road,-87.64,41.82,105
HAZARD,On Road,-87.64,41.83,87
HAZARD,On Road,-87.64,41.84,33
HAZARD,On Road,-87.64,41.85,1148
HAZARD,On Road,-87.64,41.86,1456
HAZARD,On Road,-87.64,41.87,1389
HAZARD,On Road,-87.64,41.88,853
HAZARD,On Road,-87.64,41.89,788
HAZARD,On Road,-87.64,41.9,236
HAZARD,On Road,-87.64,41.91,106
HAZARD,On Road,-87.64,41.92,158
HAZARD,On Road,-87.64,41.93,198
HAZARD,On Road,-87.64,41.94,600
HAZARD,On Road,-87.64,41.95,409
HAZARD,On Road,-87.64,41.96,37
HAZARD,On Road,-87.64,41.97,5
HAZARD,On Road,-87.63,41.66,26
HAZARD,On Road,-87.63,41.67,5
HAZARD,On Road,-87.63,41.68,7
HAZARD,On Road,-87.63,41.69,34
HAZARD,On Road,-87.63,41.7,25
HAZARD,On Road,-87.63,41.71,49
HAZARD,On Road,-87.63,41.72,139
HAZARD,On Road,-87.63,41.73,20
HAZARD,On Road,-87.63,41.74,389
HAZARD,On Road,-87.63,41.75,309
HAZARD,On Road,-87.63,41.76,509
HAZARD,On Road,-87.63,41.77,521
HAZARD,On Road,-87.63,41.78,780
HAZARD,On Road,-87.63,41.79,842
HAZARD,On Road,-87.63,41.8,710
HAZARD,On Road,-87.63,41.81,1228
HAZARD,On Road,-87.63,41.82,632
HAZARD,On Road,-87.63,41.83,756
HAZARD,On Road,-87.63,41.84,1222
HAZARD,On Road,-87.63,41.85,797
HAZARD,On Road,-87.63,41.86,184
HAZARD,On Road,-87.63,41.87,280
HAZARD,On Road,-87.63,41.88,735
HAZARD,On Road,-87.63,41.89,779
HAZARD,On Road,-87.63,41.9,454
HAZARD,On Road,-87.63,41.91,862
HAZARD,On Road,-87.63,41.92,400
HAZARD,On Road,-87.63,41.93,438
HAZARD,On Road,-87.63,41.94,137
HAZARD,On Road,-87.63,41.96,1
HAZARD,On Road,-87.62,41.65,16
HAZARD,On Road,-87.62,41.66,51
HAZARD,On Road,-87.62,41.67,8
HAZARD,On Road,-87.62,41.68,17
HAZARD,On Road,-87.62,41.69,29
HAZARD,On Road,-87.62,41.7,17
HAZARD,On Road,-87.62,41.71,196
HAZARD,On Road,-87.62,41.72,466
HAZARD,On Road,-87.62,41.73,503
HAZARD,On Road,-87.62,41.74,277
HAZARD,On Road,-87.62,41.75,198
HAZARD,On Road,-87.62,41.76,123
HAZARD,On Road,-87.62,41.77,187
HAZARD,On Road,-87.62,41.78,113
HAZARD,On Road,-87.62,41.79,123
HAZARD,On Road,-87.62,41.8,32
HAZARD,On Road,-87.62,41.81,47
HAZARD,On Road,-87.62,41.82,37
HAZARD,On Road,-87.62,41.83,37
HAZARD,On Road,-87.62,41.84,43
HAZARD,On Road,-87.62,41.85,466
HAZARD,On Road,-87.62,41.86,689
HAZARD,On Road,-87.62,41.87,793
HAZARD,On Road,-87.62,41.88,1355
HAZARD,On Road,-87.62,41.89,977
HAZARD,On Road,-87.62,41.9,1109
HAZARD,On Road,-87.62,41.91,35
HAZARD,On Road,-87.61,41.64,3
HAZARD,On Road,-87.61,41.65,12
HAZARD,On Road,-87.61,41.66,29
HAZARD,On Road,-87.61,41.68,1
HAZARD,On Road,-87.61,41.69,42
HAZARD,On Road,-87.61,41.7,63
HAZARD,On Road,-87.61,41.71,429
HAZARD,On Road,-87.61,41.72,23
HAZARD,On Road,-87.61,41.73,10
HAZARD,On Road,-87.61,41.74,45
HAZARD,On Road,-87.61,41.75,17
HAZARD,On Road,-87.61,41.76,95
HAZARD,On Road,-87.61,41.77,285
HAZARD,On Road,-87.61,41.78,87
HAZARD,On Road,-87.61,41.79,86
HAZARD,On Road,-87.61,41.8,64
HAZARD,On Road,-87.61,41.81,57
HAZARD,On Road,-87.61,41.82,41
HAZARD,On Road,-87.61,41.83,156
HAZARD,On Road,-87.61,41.84,404
HAZARD,On Road,-87.61,41.85,471
HAZARD,On Road,-87.61,41.86,16
HAZARD,On Road,-87.61,41.87,17
HAZARD,On Road,-87.61,41.88,95
HAZARD,On Road,-87.61,41.89,835
HAZARD,On Road,-87.6,41.65,1
HAZARD,On Road,-87.6,41.66,41
HAZARD,On Road,-87.6,41.67,263
HAZARD,On Road,-87.6,41.68,409
HAZARD,On Road,-87.6,41.69,710
HAZARD,On Road,-87.6,41.7,159
HAZARD,On Road,-87.6,41.71,397
HAZARD,On Road,-87.6,41.72,20
HAZARD,On Road,-87.6,41.73,10
HAZARD,On Road,-87.6,41.74,35
HAZARD,On Road,-87.6,41.75,31
HAZARD,On Road,-87.6,41.76,168
HAZARD,On Road,-87.6,41.77,37
HAZARD,On Road,-87.6,41.78,44
HAZARD,On Road,-87.6,41.79,70
HAZARD,On Road,-87.6,41.8,59
HAZARD,On Road,-87.6,41.81,76
HAZARD,On Road,-87.6,41.82,185
HAZARD,On Road,-87.6,41.83,85
HAZARD,On Road,-87.6,41.89,6
HAZARD,On Road,-87.59,41.66,757
HAZARD,On Road,-87.59,41.67,104
HAZARD,On Road,-87.59,41.69,2
HAZARD,On Road,-87.59,41.7,285
HAZARD,On Road,-87.59,41.71,567
HAZARD,On Road,-87.59,41.72,161
HAZARD,On Road,-87.59,41.73,67
HAZARD,On Road,-87.59,41.74,64
HAZARD,On Road,-87.59,41.75,192
HAZARD,On Road,-87.59,41.76,136
HAZARD,On Road,-87.59,41.77,295
HAZARD,On Road,-87.59,41.78,137
HAZARD,On Road,-87.59,41.79,137
HAZARD,On Road,-87.59,41.8,109
HAZARD,On Road,-87.59,41.81,224
HAZARD,On Road,-87.59,41.82,26
HAZARD,On Road,-87.58,41.65,304
HAZARD,On Road,-87.58,41.66,221
HAZARD,On Road,-87.58,41.67,6
HAZARD,On Road,-87.58,41.68,2
HAZARD,On Road,-87.58,41.7,5
HAZARD,On Road,-87.58,41.71,118
HAZARD,On Road,-87.58,41.72,134
HAZARD,On Road,-87.58,41.73,64
HAZARD,On Road,-87.58,41.74,79
HAZARD,On Road,-87.58,41.75,156
HAZARD,On Road,-87.58,41.76,51
HAZARD,On Road,-87.58,41.77,65
HAZARD,On Road,-87.58,41.78,283
HAZARD,On Road,-87.58,41.79,254
HAZARD,On Road,-87.58,41.8,126
HAZARD,On Road,-87.58,41.81,15
HAZARD,On Road,-87.57,41.66,82
HAZARD,On Road,-87.57,41.67,5
HAZARD,On Road,-87.57,41.7,3
HAZARD,On Road,-87.57,41.71,44
HAZARD,On Road,-87.57,41.72,17
HAZARD,On Road,-87.57,41.73,20
HAZARD,On Road,-87.57,41.74,157
HAZARD,On Road,-87.57,41.75,12
HAZARD,On Road,-87.57,41.76,32
HAZARD,On Road,-87.57,41.77,151
HAZARD,On Road,-87.57,41.78,162
HAZARD,On Road,-87.56,41.65,15
HAZARD,On Road,-87.56,41.66,74
HAZARD,On Road,-87.56,41.67,16
HAZARD,On Road,-87.56,41.68,14
HAZARD,On Road,-87.56,41.69,15
HAZARD,On Road,-87.56,41.7,16
HAZARD,On Road,-87.56,41.71,23
HAZARD,On Road,-87.56,41.72,6
HAZARD,On Road,-87.56,41.73,91
HAZARD,On Road,-87.56,41.74,9
HAZARD,On Road,-87.56,41.75,5
HAZARD,On Road,-87.56,41.76,13
HAZARD,On Road,-87.56,41.77,7
HAZARD,On Shoulder,-87.93,41.96,8
HAZARD,On Shoulder,-87.93,42.0,2
HAZARD,On Shoulder,-87.92,41.96,2
HAZARD,On Shoulder,-87.91,41.98,11
HAZARD,On Shoulder,-87.91,42.0,1
HAZARD,On Shoulder,-87.9,41.94,3
HAZARD,On Shoulder,-87.9,41.95,59
HAZARD,On Shoulder,-87.9,41.98,165
HAZARD,On Shoulder,-87.89,41.95,48
HAZARD,On Shoulder,-87.89,41.96,118
HAZARD,On Shoulder,-87.89,41.97,8
HAZARD,On Shoulder,-87.89,41.98,146
HAZARD,On Shoulder,-87.89,41.99,11
HAZARD,On Shoulder,-87.89,42.0,3
HAZARD,On Shoulder,-87.88,41.96,261
HAZARD,On Shoulder,-87.88,41.97,5
HAZARD,On Shoulder,-87.88,41.98,726
HAZARD,On Shoulder,-87.88,41.99,370
HAZARD,On Shoulder,-87.88,42.0,2
HAZARD,On Shoulder,-87.87,42.01,24
HAZARD,On Shoulder,-87.86,41.98,3
HAZARD,On Shoulder,-87.85,41.96,5
HAZARD,On Shoulder,-87.85,41.97,25
HAZARD,On Shoulder,-87.85,41.98,122
HAZARD,On Shoulder,-87.85,41.99,1
HAZARD,On Shoulder,-87.84,41.94,27
HAZARD,On Shoulder,-87.84,41.95,26
HAZARD,On Shoulder,-87.84,41.96,7
HAZARD,On Shoulder,-87.84,41.97,1
HAZARD,On Shoulder,-87.84,41.98,926
HAZARD,On Shoulder,-87.84,41.99,31
HAZARD,On Shoulder,-87.83,41.94,9
HAZARD,On Shoulder,-87.83,41.95,2
HAZARD,On Shoulder,-87.83,41.97,1
HAZARD,On Shoulder,-87.83,41.98,1267
HAZARD,On Shoulder,-87.83,41.99,11
HAZARD,On Shoulder,-87.82,41.94,1
HAZARD,On Shoulder,-87.82,41.95,8
HAZARD,On Shoulder,-87.82,41.98,720
HAZARD,On Shoulder,-87.82,41.99,2
HAZARD,On Shoulder,-87.82,42.0,10
HAZARD,On Shoulder,-87.82,42.01,1
HAZARD,On Shoulder,-87.81,41.92,1
HAZARD,On Shoulder,-87.81,41.93,2
HAZARD,On Shoulder,-87.81,41.94,1
HAZARD,On Shoulder,-87.81,41.95,16
HAZARD,On Shoulder,-87.81,41.97,6
HAZARD,On Shoulder,-87.81,41.98,1162
HAZARD,On Shoulder,-87.81,41.99,7
HAZARD,On Shoulder,-87.81,42.0,6
HAZARD,On Shoulder,-87.81,42.01,2
HAZARD,On Shoulder,-87.81,42.02,1
HAZARD,On Shoulder,-87.8,41.76,2
HAZARD,On Shoulder,-87.8,41.77,5
HAZARD,On Shoulder,-87.8,41.78,21
HAZARD,On Shoulder,-87.8,41.79,37
HAZARD,On Shoulder,-87.8,41.8,244
HAZARD,On Shoulder,-87.8,41.91,1
HAZARD,On Shoulder,-87.8,41.92,4
HAZARD,On Shoulder,-87.8,41.94,2
HAZARD,On Shoulder,-87.8,41.95,6
HAZARD,On Shoulder,-87.8,41.98,1249
HAZARD,On Shoulder,-87.8,41.99,2
HAZARD,On Shoulder,-87.8,42.0,3
HAZARD,On Shoulder,-87.79,41.78,7
HAZARD,On Shoulder,-87.79,41.79,9
HAZARD,On Shoulder,-87.79,41.8,10
HAZARD,On Shoulder,-87.79,41.91,4
HAZARD,On Shoulder,-87.79,41.92,8
HAZARD,On Shoulder,-87.79,41.93,3
HAZARD,On Shoulder,-87.79,41.94,3
HAZARD,On Shoulder,-87.79,41.95,15
HAZARD,On Shoulder,-87.79,41.96,3
HAZARD,On Shoulder,-87.79,41.98,1408
HAZARD,On Shoulder,-87.79,41.99,10
HAZARD,On Shoulder,-87.79,42.0,21
HAZARD,On Shoulder,-87.78,41.78,4
HAZARD,On Shoulder,-87.78,41.79,4
HAZARD,On Shoulder,-87.78,41.87,776
HAZARD,On Shoulder,-87.78,41.91,2
HAZARD,On Shoulder,-87.78,41.92,11
HAZARD,On Shoulder,-87.78,41.93,3
HAZARD,On Shoulder,-87.78,41.94,4
HAZARD,On Shoulder,-87.78,41.95,6
HAZARD,On Shoulder,-87.78,41.96,2
HAZARD,On Shoulder,-87.78,41.97,5
HAZARD,On Shoulder,-87.78,41.98,1758
HAZARD,On Shoulder,-87.78,41.99,2
HAZARD,On Shoulder,-87.78,42.0,57
HAZARD,On Shoulder,-87.78,42.01,4
HAZARD,On Shoulder,-87.77,41.78,1
HAZARD,On Shoulder,-87.77,41.79,6
HAZARD,On Shoulder,-87.77,41.87,1672
HAZARD,On Shoulder,-87.77,41.88,8
HAZARD,On Shoulder,-87.77,41.89,5
HAZARD,On Shoulder,-87.77,41.9,2
HAZARD,On Shoulder,-87.77,41.91,5
HAZARD,On Shoulder,-87.77,41.92,9
HAZARD,On Shoulder,-87.77,41.93,3
HAZARD,On Shoulder,-87.77,41.94,2
HAZARD,On Shoulder,-87.77,41.95,11
HAZARD,On Shoulder,-87.77,41.96,2
HAZARD,On Shoulder,-87.77,41.97,846
HAZARD,On Shoulder,-87.77,41.98,764
HAZARD,On Shoulder,-87.77,41.99,7
HAZARD,On Shoulder,-87.77,42.0,67
HAZARD,On Shoulder,-87.76,41.78,19
HAZARD,On Shoulder,-87.76,41.79,23
HAZARD,On Shoulder,-87.76,41.8,26
HAZARD,On Shoulder,-87.76,41.81,339
HAZARD,On Shoulder,-87.76,41.87,1586
HAZARD,On Shoulder,-87.76,41.88,8
HAZARD,On Shoulder,-87.76,41.89,7
HAZARD,On Shoulder,-87.76,41.9,6
HAZARD,On Shoulder,-87.76,41.91,5
HAZARD,On Shoulder,-87.76,41.92,8
HAZARD,On Shoulder,-87.76,41.93,6
HAZARD,On Shoulder,-87.76,41.94,4
HAZARD,On Shoulder,-87.76,41.95,19
